Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
2.7694545030492796,0.6739942823814804,0.13882818701668687,-0.12617115563004028,1.8279794691119589,-1.256312506254786,-0.7399178994342078,-1.2276342926405979,1.0815194851776417,1
-1.1870407320890095,-1.4836921115511783,0.13882818701668687,-0.12617115563004028,-0.7003168897612686,-0.4615365573376336,0.9369064245483124,2.260689289908404,1.0815194851776417,2
1.186856408993964,0.6739942823814804,-1.401196120121911,-0.12617115563004028,-0.7003168897612686,1.1280153404966713,-0.414862243154033,-0.7293023522764548,0.06799336645517597,1
0.8351679436483384,0.6739942823814804,0.13882818701668687,-2.0069099442403266,-0.7003168897612686,-1.256312506254786,1.6140180451276194,1.7623573495442608,0.5747564258164088,1
1.5385448743395898,0.6739942823814804,0.13882818701668687,-2.0069099442403266,-0.7003168897612686,-1.256312506254786,0.5578501522302228,0.2673615284518315,-0.9455327522672898,2
-0.04405321971572596,0.6739942823814804,-1.401196120121911,-2.0069099442403266,1.8279794691119589,1.1280153404966713,2.0253344257280994,1.2640254091801177,0.06799336645517597,1
1.5385448743395898,0.6739942823814804,0.13882818701668687,-0.12617115563004028,0.563831289675345,1.1280153404966713,-0.15572941684222152,0.2673615284518315,0.5747564258164088,1
-0.04405321971572596,0.6739942823814804,1.6788524941552847,1.754567632980246,-0.7003168897612686,-0.4615365573376336,1.2865078153911758,1.2640254091801177,-0.9455327522672898,1
2.241921805030841,0.6739942823814804,-1.401196120121911,-0.12617115563004028,1.1959053793936518,1.1280153404966713,-0.0771830662416183,-0.7293023522764548,1.0815194851776417,1
-0.6595080340705709,0.6739942823814804,1.6788524941552847,-0.12617115563004028,-0.7003168897612686,-0.4615365573376336,0.685487971956203,0.7656934688159746,-0.9455327522672898,2
-0.9232743830797903,-1.4836921115511783,0.13882818701668687,1.754567632980246,-0.7003168897612686,-0.4615365573376336,-0.6957355772213686,-0.7293023522764548,-0.9455327522672898,2
-1.0111964994161966,-1.4836921115511783,0.13882818701668687,1.754567632980246,-0.7003168897612686,-1.256312506254786,0.3607829690269237,2.260689289908404,-1.4522958116285227,2
-1.1870407320890095,-1.4836921115511783,0.13882818701668687,-0.12617115563004028,-0.7003168897612686,-0.4615365573376336,-0.6003578657777789,-0.7293023522764548,1.0815194851776417,1
2.1539996886944346,0.6739942823814804,-1.401196120121911,-0.12617115563004028,-0.7003168897612686,-1.256312506254786,-0.7293982989073413,0.2673615284518315,-0.9455327522672898,2
-0.6595080340705709,-1.4836921115511783,0.13882818701668687,1.754567632980246,-0.7003168897612686,-1.256312506254786,-0.6578650153246491,-0.48013638209438325,-0.9455327522672898,1
-0.30781956872494526,-1.4836921115511783,-1.401196120121911,-0.12617115563004028,-0.06824280004296181,-1.256312506254786,-0.7002940707830108,0.2673615284518315,1.0815194851776417,2
1.5385448743395898,0.6739942823814804,0.13882818701668687,-0.12617115563004028,1.8279794691119589,1.1280153404966713,-0.2998479440602926,0.2673615284518315,1.0815194851776417,1
-0.9232743830797903,0.6739942823814804,0.13882818701668687,-0.12617115563004028,1.8279794691119589,-1.256312506254786,1.680642181797774,0.7656934688159746,-1.4522958116285227,1
0.7472458273119319,-1.4836921115511783,1.6788524941552847,-2.0069099442403266,-0.7003168897612686,-0.4615365573376336,3.2610368342840177,0.2673615284518315,-0.9455327522672898,2
-0.39574168506135166,0.6739942823814804,0.13882818701668687,-0.12617115563004028,0.563831289675345,1.1280153404966713,0.05290932694063075,0.2673615284518315,1.0815194851776417,1
1.0989342926575576,0.6739942823814804,0.13882818701668687,-0.12617115563004028,-0.7003168897612686,1.1280153404966713,-0.4015374158200021,-0.9784683224585263,-0.9455327522672898,1
